"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Opportunity_ID,Sales_Contract_No,USD_factor,Total_Amount_USD,Total_Taxable_Amount_USD,Family_group_mean,Product_group_mean,Items,Total_Amount_mean,ASP_(converted)_mean,TRF_min,TRF_max,Planned_min_range,Planned_max_range,Territory_TRF_mean,Territory_TRF_count,Territory_TRF_max,QuoteExpiry-OppCreated,OppCreated-AccCreated,OppCreated-LastMod,PlanStart-OppCreated,target,Account_Name_0,Account_Name_1,Account_Name_2,Account_Name_3,Account_Name_4,Account_Name_5,Account_Name_6,Account_Name_7,Account_Name_8,Account_Name_9,Account_Name_10,Account_Owner_0,Account_Owner_1,Account_Owner_2,Account_Owner_3,Account_Owner_4,Account_Owner_5,Delivery_Terms_0,Delivery_Terms_1,Delivery_Terms_2,Delivery_Terms_3,Last_Modified_By_0,Last_Modified_By_1,Last_Modified_By_2,Last_Modified_By_3,Last_Modified_By_4,Last_Modified_By_5,Bureaucratic_Code_0,Bureaucratic_Code_1,Bureaucratic_Code_2,ASP_Currency_0,ASP_Currency_1,ASP_Currency_2,Billing_Country_0,Billing_Country_1,Billing_Country_2,Billing_Country_3,Billing_Country_4,Billing_Country_5,Billing_Country_6,Quote_Type_0,Quote_Type_1,Total_Amount_Currency_0,Total_Amount_Currency_1,Total_Amount_Currency_2,Region_0,Region_1,Region_2,Opportunity_Type_0,Opportunity_Type_1,Opportunity_Type_2,Opportunity_Type_3,Opportunity_Type_4,Opportunity_Owner_0,Opportunity_Owner_1,Opportunity_Owner_2,Opportunity_Owner_3,Opportunity_Owner_4,Opportunity_Owner_5,Source_0,Source_1,Source_2,Source_3,Account_Type_0,Account_Type_1,Account_Type_2
1,1,0,0,10355,5496.0,0.008990416666666666,6757.916399999999,6757.916399999999,763.0,579.0,1,6757.916399999999,0.43154,0,0,0,0,0.5095447870778267,681,36,34,1439,-17,3,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
1,1,1,1,10357,2725.4149789452576,1.0,320016.0,320016.0,278.0,58.0,1,320016.0,0.32,1,1,91,91,0.5095447870778267,681,36,-505,1891,-7,-149,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,10358,2725.4149789452576,1.0,320016.0,320016.0,278.0,58.0,1,320016.0,0.32,1,1,91,91,0.5095447870778267,681,36,-505,1891,-7,308,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,10359,5404.0,1.1310799999999999,29160.656249999996,29160.656249999996,499.0,340.0,1,29160.656249999996,0.28276999999999997,0,0,29,29,2.01307966706302,1682,81,1,806,-23,36,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
1,0,1,0,10361,2725.4149789452576,1.1310799999999999,8675383.6,8675383.6,385.0,2.0,1,8675383.6,0.28276999999999997,31,31,86,86,1.572232645403377,533,50,16,967,-16,36,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,1,1,1,10362,2725.4149789452576,1.1310943396226414,62945.399999999994,62945.399999999994,54.0,40.0,1,62945.399999999994,0.29974,0,0,4,4,1.572232645403377,533,50,3,26,-6,13,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0
1,1,1,1,10365,2725.4149789452576,1.0,5309550.0,5309550.0,478.0,35.0,1,5309550.0,0.27,20,20,53,53,15.333333333333334,9,47,21,281,-1,223,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
1,0,1,0,10367,5402.0,1.0,9135.0,9135.0,1249.0,836.0,1,9135.0,0.42,0,0,0,0,3.162627551020408,1568,429,16,467,0,5,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
1,0,1,0,10368,5401.0,1.0,24360.0,24360.0,1249.0,836.0,1,24360.0,0.42,0,0,0,0,3.162627551020408,1568,429,16,467,0,7,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
1,1,1,1,10369,2725.4149789452576,1.1311111111111112,380795.625,380795.625,297.0,67.0,1,380795.625,0.2545,1,1,4,4,2.01307966706302,1682,81,2,856,-9,19,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1,1,1,1,10370,5406.0,1.0,103147.2,515736.0,1249.0,836.0,5,103147.2,0.38,0,0,0,0,3.162627551020408,1568,429,-506,1950,-1,9,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,1,1,10371,5407.0,1.0,97416.8,779334.4,1249.0,524.6,5,155866.88,0.38,0,1,0,0,3.162627551020408,1568,429,-506,1950,-1,9,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,1,1,10373,5403.0,1.131076923076923,2179.1328,2179.1328,297.0,179.0,1,2179.1328,0.29408,0,0,15,15,2.01307966706302,1682,81,0,48,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0
1,1,1,1,10376,5424.0,1.1310943396226414,6294.539999999999,59834.18928754716,57.5,45.0,2,29917.1822027451,0.29408500000000004,0,0,4,4,1.572232645403377,533,50,9,805,-7,12,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0
1,1,1,1,10383,5416.0,1.0,67626.9,67626.9,478.0,212.0,1,67626.9,0.27,0,0,8,8,2.4981458590852905,809,100,1,422,-1,7,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0
1,1,1,1,10384,5408.0,1.1310799999999999,62859.77099999999,62859.77099999999,436.0,287.0,1,62859.77099999999,0.28276999999999997,0,0,6,6,2.01307966706302,1682,81,12,147,0,5,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0
1,1,1,1,10387,5421.0,1.1311020408163264,62684.543999999994,62684.543999999994,763.0,579.0,1,62684.543999999994,0.27712,0,0,4,4,1.2350746268656716,268,60,32,1911,-22,4,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0
1,1,1,1,10388,5413.0,1.1310980392156864,72667.0542,72667.0542,297.0,179.0,1,72667.0542,0.28843,0,0,11,11,2.01307966706302,1682,81,12,0,-1,11,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
1,1,1,1,10390,5473.0,1.0,390733.2,390733.2,478.0,36.0,1,390733.2,0.26,2,2,5,5,2.4981458590852905,809,100,12,955,-12,11,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
1,0,1,0,10391,2725.4149789452576,0.0089905,253172.48,253172.48,84.0,15.0,1,253172.48,0.35962,1,1,0,0,0.5095447870778267,681,36,-507,0,0,295,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0
1,0,1,0,10402,5418.0,1.0,1240.0,24180.25,173.0,143.33333333333334,3,8060.083333333333,0.43251790144125785,0,0,32,32,8.807302231237323,493,500,-508,898,-14,-1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0
1,1,1,1,10410,5482.0,1.0,779.54,14293.04,154.5,46.0,2,7146.52,0.41127685216188675,0,0,30,30,1.795275590551181,254,40,-509,1953,-12,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
1,1,1,1,10411,5426.0,1.0,16869.6,16869.6,35.0,12.0,1,16869.6,0.36,0,0,0,0,3.162627551020408,1568,429,-509,560,-3,6,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0
0,0,0,0,10413,5585.0,1.0,20697.6,20697.6,84.0,61.0,1,20697.6,0.42,0,0,0,0,0.31065759637188206,441,17,-511,936,-24,44,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
1,1,0,0,10415,2725.4149789452576,1.1311000000000002,75076.76250000001,75076.76250000001,385.0,319.0,1,75076.76250000001,0.33933,0,0,4,4,2.01307966706302,1682,81,-511,1955,-1,7,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1,1,1,10418,5434.0,1.1311020408163264,57155.99999999999,57155.99999999999,61.0,50.0,1,57155.99999999999,0.27712,0,0,4,4,0.47703180212014135,283,60,28,692,-3,7,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,1,1,1,10419,2725.4149789452576,1.0,722304.0,722304.0,84.0,4.0,1,722304.0,0.38,2,2,88,88,1.25,4,2,60,20,-24,60,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0
1,1,1,1,10420,5431.0,1.0,12474.0,12474.0,259.0,42.0,1,12474.0,0.36,0,0,28,28,8.807302231237323,493,500,27,1078,-1,-1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0
1,1,1,1,10424,5432.0,1.0,23677.5,23677.5,636.0,336.0,1,23677.5,0.41,0,0,0,0,3.162627551020408,1568,429,17,1956,-1,10,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0
1,1,1,1,10428,2725.4149789452576,1.0,82555.2,346982.4,12.75,7.0,4,86745.6,0.36,0,0,30,30,5.683774834437086,1208,180,-512,797,-8,87,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0
1,1,1,1,10429,2725.4149789452576,1.0,29232.0,29232.0,763.0,579.0,1,29232.0,0.35,0,0,18,18,0.7693538707741548,4999,150,-512,1955,-8,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0
1,0,1,0,10437,5488.0,1.0,10075.73,19721.73,266.0,126.0,2,9860.865,0.28,0,0,0,0,1.3352601156069364,173,20,14,1905,-9,14,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0
1,1,1,1,10439,5430.0,1.131090909090909,68819.81249999999,68819.81249999999,385.0,319.0,1,68819.81249999999,0.31105,0,0,11,11,2.01307966706302,1682,81,24,1956,0,6,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
0,0,0,0,10440,5429.0,0.008990454545454546,1068.066,1068.066,619.0,383.0,1,1068.066,0.39558000000000004,0,0,0,0,0.5095447870778267,681,36,-1040,1898,0,10,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,10441,5452.0,1.0,23908.5,23908.5,478.0,212.0,1,23908.5,0.3,0,0,0,0,1.3352601156069364,173,20,-512,508,-3,14,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0
1,1,1,1,10453,2725.4149789452576,1.1310943396226414,6294.539999999999,59834.18928754716,57.5,45.0,2,29917.1822027451,0.29408500000000004,0,0,4,4,1.572232645403377,533,50,-1,812,-2,5,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0
1,1,1,1,10454,5436.0,1.0,24591.6,24591.6,381.0,65.0,1,24591.6,0.36,0,0,0,0,3.162627551020408,1568,429,-513,564,-1,5,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0
1,1,1,1,10455,5437.0,1.0,97416.8,389667.2,1249.0,836.0,4,97416.8,0.38,0,0,0,0,3.162627551020408,1568,429,-513,1957,-1,7,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,1,1,10457,5438.0,1.0,103147.2,206294.4,1249.0,836.0,2,103147.2,0.38,0,0,0,0,3.162627551020408,1568,429,-513,1957,-1,6,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,1,1,10460,5458.0,1.0,410.0,8240.0,797.0,590.5,2,4120.0,0.39627685216188674,0,0,0,0,0.7693538707741548,4999,150,26,425,-2,5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0
1,1,1,1,10474,5476.0,1.1310857142857145,125414.78400000001,125414.78400000001,84.0,61.0,1,125414.78400000001,0.39588,0,0,0,0,2.01307966706302,1682,81,8,109,-6,41,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
1,1,1,1,10483,5443.0,1.0,28007.1,28007.1,478.0,212.0,1,28007.1,0.41,0,0,0,0,3.162627551020408,1568,429,15,231,0,13,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0
1,1,1,1,10487,5554.0,1.1310799999999999,125125.72499999999,428778.28949999996,666.2,470.0,5,85756.59749999999,0.27938,0,0,0,0,1.572232645403377,533,50,22,1008,-15,71,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
1,1,1,1,10499,5468.0,1.0,958.0,9001.75,55.5,50.0,2,4500.875,0.41127685216188675,0,0,26,26,8.807302231237323,493,500,25,30,-5,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
1,0,1,0,10500,5467.0,1.0,3726.0,11556.0,863.5,524.0,2,5778.0,0.36,0,0,26,26,8.807302231237323,493,500,25,527,-22,-1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
1,1,0,0,10503,5450.0,1.0,3009.0,3009.0,278.0,178.0,1,3009.0,0.34,0,0,7,7,0.31065759637188206,441,17,-514,0,-1,8,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0
1,1,1,1,10505,5446.0,1.0,64178.4,64178.4,101.0,61.0,1,64178.4,0.26,0,0,0,0,0.31065759637188206,441,17,-514,0,-1,7,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0
1,1,1,1,10507,2725.4149789452576,0.0089905,31286.940000000002,31376.845,514.5,422.5,2,15951.902537953767,0.39608685216188677,0,0,0,0,0.7693538707741548,4999,150,-514,917,-19,206,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,1,1,10508,2725.4149789452576,0.0089905,35458.532,35548.437,514.5,422.5,2,18037.698537953765,0.39608685216188677,0,0,0,0,0.7693538707741548,4999,150,-514,917,-19,206,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,10509,5469.0,0.061686507590753024,616.8650759075302,39972.85691880796,514.5,422.5,2,3176.3585379537644,0.46351185216188673,0,0,0,0,0.7693538707741548,4999,150,5,1081,-5,20,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,1,1,10512,5447.0,1.1311020408163264,57155.99999999999,57155.99999999999,61.0,50.0,1,57155.99999999999,0.27712,0,0,4,4,1.572232645403377,533,50,6,121,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0
1,1,1,1,10517,2725.4149789452576,1.1310882352941174,121831.77599999997,121831.77599999997,84.0,61.0,1,121831.77599999997,0.38456999999999997,0,0,-459,-459,1.572232645403377,533,50,24,122,-4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0
1,1,1,1,10518,5455.0,1.1310877192982456,29858.600655438597,67546.44346245614,173.5,157.0,2,33773.545327719294,0.319535,0,0,0,0,0.7368421052631579,285,98,7,1065,0,12,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
1,0,1,0,10520,5456.0,1.131111111111111,63065.09999999999,63065.09999999999,385.0,319.0,1,63065.09999999999,0.3054,0,0,4,4,2.01307966706302,1682,81,-515,1959,-1,3,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
1,1,1,1,10522,5459.0,1.0,58212.0,58212.0,636.0,336.0,1,58212.0,0.36,0,0,0,0,3.162627551020408,1568,429,14,630,-1,70,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
1,1,1,1,10523,5461.0,0.008865555555555555,19311.662355555556,62026.440955555554,520.5,378.5,2,31013.220477777777,0.31916,0,0,0,0,0.5095447870778267,681,36,24,1901,-3,15,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,10524,5462.0,0.008865555555555555,9492.173022222221,62599.2445,520.5,378.5,2,31299.62225,0.31916,0,0,0,0,0.5095447870778267,681,36,24,1901,-3,18,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,10526,5582.0,1.0,64178.4,64178.4,101.0,61.0,1,64178.4,0.26,0,0,7,7,0.31065759637188206,441,17,-515,1,-19,7,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0
1,1,1,1,10530,5454.0,1.1310943396226414,6294.539999999999,59834.18928754716,57.5,45.0,2,29917.1822027451,0.29408500000000004,0,0,4,4,1.572232645403377,533,50,7,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0
