"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Opportunity_ID,USD_factor,Total_Taxable_Amount_USD,Family_group_mean,Product_group_mean,Items,Total_Amount_mean,ASP_(converted)_mean,TRF_min,TRF_max,Planned_min_range,Planned_max_range,Territory_TRF_mean,Territory_TRF_count,Territory_TRF_max,target,Account_Name_0,Account_Name_1,Account_Name_2,Account_Name_3,Account_Name_4,Account_Name_5,Account_Name_6,Account_Name_7,Account_Name_8,Account_Name_9,Account_Name_10,Account_Type_0,Account_Type_1,Account_Type_2,Source _0,Source _1,Source _2,Source _3,Last_Modified_By_0,Last_Modified_By_1,Last_Modified_By_2,Last_Modified_By_3,Last_Modified_By_4,Last_Modified_By_5,Billing_Country_0,Billing_Country_1,Billing_Country_2,Billing_Country_3,Billing_Country_4,Billing_Country_5,Billing_Country_6,Region_0,Region_1,Region_2,Delivery_Terms_0,Delivery_Terms_1,Delivery_Terms_2,Delivery_Terms_3,Opportunity_Type_0,Opportunity_Type_1,Opportunity_Type_2,Opportunity_Type_3,Opportunity_Type_4,ASP_Currency_0,ASP_Currency_1,ASP_Currency_2,Bureaucratic_Code_0,Bureaucratic_Code_1,Bureaucratic_Code_2,Account_Owner_0,Account_Owner_1,Account_Owner_2,Account_Owner_3,Account_Owner_4,Account_Owner_5,Total_Amount_Currency_0,Total_Amount_Currency_1,Total_Amount_Currency_2,Quote_Type_0,Quote_Type_1,Opportunity_Owner_0,Opportunity_Owner_1,Opportunity_Owner_2,Opportunity_Owner_3,Opportunity_Owner_4,Opportunity_Owner_5
1,1,1,0,8382,0.061686507590753024,1837.1475690678067,649.5,443.0,2,13979.89759887062,0.45627685216188674,0,0,84,84,0.7693538707741548,4999,150,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,0,0,8383,1.0,25875.0,478.0,212.0,1,25875.0,0.5,0,0,0,0,3.162627551020408,1568,429,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
1,1,1,1,8384,1.13109375,152019.0,66.0,45.0,1,152019.0,0.36195,0,0,0,0,1.572232645403377,533,50,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1,1,1,1,8385,0.061686507590753024,2237.678062854566,797.0,590.5,2,17785.632440346533,0.46127685216188674,0,0,11,11,6.70873786407767,206,180,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,0,0,8386,0.018134408371177357,314.4506411562154,101.0,61.0,1,314.4506411562154,0.0,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,0,0,8387,0.008990392156862745,3005.53305,478.0,212.0,1,3005.53305,0.45851000000000003,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,0,0,8388,0.008990392156862745,6492.5016,278.0,178.0,1,6492.5016,0.45851000000000003,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,8389,1.0,698544.0,238.0,24.0,1,698544.0,0.315,2,2,5,5,2.4981458590852905,809,100,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
0,0,0,0,8390,1.0,162400.0,636.0,131.0,1,162400.0,0.32,1,1,15,15,1.3352601156069364,173,20,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
1,0,1,0,8391,1.1310847457627118,3337117.0875,636.0,81.0,1,3337117.0875,0.33366999999999997,10,10,4,4,2.01307966706302,1682,81,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,1,1,1,8392,1.131090909090909,6565280.037045454,388.5,32.5,6,1094215.0983333332,0.330845,1,6,25,30,2.01307966706302,1682,81,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,1,1,1,8393,1.1310793650793651,173156.94,619.0,383.0,1,173156.94,0.35629,0,0,11,11,2.01307966706302,1682,81,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1
1,1,1,1,8394,1.1311076923076921,159910.34999999998,763.0,579.0,1,159910.34999999998,0.36761,0,0,4,4,0.47703180212014135,283,60,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1
1,0,1,0,8395,1.0,1422622.18,166.5,28.5,2,711311.09,0.305,1,3,6,6,2.4981458590852905,809,100,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
1,1,1,1,8397,1.1310833333333334,270272.36250000005,385.0,46.0,1,270272.36250000005,0.40719,1,1,102,102,2.309576837416481,449,87,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
1,1,1,1,8398,1.0,412159.19,56.0,32.5,2,206079.595,0.321,0,1,20,20,2.4981458590852905,809,100,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1
0,0,0,0,8399,1.1310967741935485,387725.835483871,817.0,441.0,2,193861.725,0.35346500000000003,0,1,29,29,2.01307966706302,1682,81,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1
0,0,0,0,8400,1.13109375,225675.825,1249.0,836.0,2,112837.9125,0.36195,0,0,0,11,2.716666666666667,60,33,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,8401,1.1311014492753624,293550.5175,385.0,46.0,1,293550.5175,0.39023,1,1,11,11,2.01307966706302,1682,81,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0
1,1,1,1,8402,1.1311052631578946,86342.92026315788,710.3333333333334,463.6666666666667,3,28780.593333333334,0.41662,0,0,-266,0,0.7368421052631579,285,98,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,8403,1.131090909090909,38492.43749999999,499.0,340.0,1,38492.43749999999,0.37326,0,0,4,4,2.01307966706302,1682,81,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,8404,1.0,152775.0,636.0,336.0,1,152775.0,0.485,0,0,0,0,3.162627551020408,1568,429,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
1,1,0,0,8405,0.061686507590753024,6528.714903882528,223.0,220.0,2,52496.25892841584,0.47927685216188676,0,0,0,0,6.70873786407767,206,180,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,1,1,8406,1.1310933333333335,92997.08000000002,243.0,207.0,2,46498.54000000001,0.42416000000000004,0,0,0,0,1.572232645403377,533,50,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1,1,1,1,8407,0.061686507590753024,53178.704463836366,343.0,50.5,2,425410.11904554453,0.44627685216188673,0,2,30,30,8.807302231237323,493,500,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,8408,0.061686507590753024,41240.51464979794,490.5,238.0,2,329489.6011887128,0.45377685216188673,0,1,61,61,1.795275590551181,254,40,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,8409,1.0,693825.0,763.0,20.0,1,693825.0,0.33,2,2,91,91,0.7693538707741548,4999,150,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1
1,1,1,1,8410,1.1311052631578946,86342.92026315788,710.3333333333334,463.6666666666667,3,28780.593333333334,0.41662,0,0,-266,0,1.572232645403377,533,50,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,8411,1.1310793650793651,322315.2035714286,413.5,324.25,4,80580.20624999999,0.37043499999999996,0,0,4,25,0.1793103448275862,145,7,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,8412,1.131102564102564,90049.90288461538,264.3333333333333,177.66666666666666,3,30016.370000000006,0.42039000000000004,0,0,18,18,2.01307966706302,1682,81,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,8413,1.0,92020.5,261.5,210.0,2,46010.25,0.39,0,0,29,29,2.779816513761468,109,50,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
1,1,0,0,8414,1.0,15960.0,636.0,336.0,1,15960.0,0.38,0,0,29,29,0.31065759637188206,441,17,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
1,1,1,1,8415,1.1310819672131147,689270.0399999999,619.0,122.0,2,344635.01999999996,0.34498,1,1,58,60,2.01307966706302,1682,81,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,8416,1.0,698197.5,636.0,51.0,1,698197.5,0.465,2,2,42,42,3.162627551020408,1568,429,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,8418,1.131081081081081,185186.24999999997,385.0,319.0,1,185186.24999999997,0.4185,0,0,0,0,1.572232645403377,533,50,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1,1,1,1,8419,1.0,0.0,1249.0,836.0,1,17762.5,0.49,0,0,0,0,0.7693538707741548,4999,150,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,1,8421,1.0,49436.1,12.833333333333334,12.833333333333334,6,8239.35,0.18333333333333332,0,0,29,29,0.1834862385321101,218,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0
1,1,1,1,8422,1.0,152068.4,101.0,61.0,1,152068.4,0.38,0,0,61,61,1.8051948051948052,154,37,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1
1,1,0,0,8424,0.008990377358490566,4003.0554226415093,455.6,418.8,5,2577.524595960192,0.4413409634590188,0,0,0,0,0.7693538707741548,4999,150,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,1,1,8426,0.061686507590753024,237.64727049337603,797.0,590.5,2,1785.502976138613,0.46127685216188674,0,0,4,7,0.7693538707741548,4999,150,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,1,1,8427,0.061686507590753024,6421.139803295014,282.3333333333333,225.66666666666666,3,34463.12162689769,0.4658512347745911,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,0,0,8428,1.0,52552.5,95.0,45.0,1,52552.5,0.35,0,0,28,28,5.683774834437086,1208,180,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0
0,0,0,0,8429,0.7076153846153846,597567.04,1249.0,836.0,8,74695.88,0.36796,0,0,28,28,5.683774834437086,1208,180,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
1,1,1,1,8431,0.0089905,916941.095,636.0,182.25,4,229235.27375,0.35962,0,1,0,0,0.5095447870778267,681,36,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
0,0,0,0,8434,1.0,11130.0,246.0,219.0,1,11130.0,0.53,0,0,0,0,3.162627551020408,1568,429,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
0,0,0,0,8436,0.061686507590753024,5390.136190026204,411.5,278.5,2,43337.88244034653,0.4487768521618868,0,0,11,11,0.7693538707741548,4999,150,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,0,0,8437,0.061686507590753024,487.9402750428564,223.0,220.0,2,3720.4216268976884,0.47627685216188675,0,0,0,0,3.162627551020408,1568,429,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
1,0,1,0,8438,1.0,18499981.5,259.0,115.0,1,18499981.5,0.37,50,50,274,274,3.162627551020408,1568,429,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,0,0,8439,0.061686507590753024,9336.869788936378,514.5,422.5,2,1734.3165518150604,0.43204685216188676,0,0,0,0,0.7693538707741548,4999,150,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,1,1,8440,0.008990363636363635,2581.1333999999997,763.0,579.0,1,2581.1333999999997,0.49446999999999997,0,0,0,0,0.7693538707741548,4999,150,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,0,1,0,8441,1.0,2310000.0,636.0,81.0,1,2310000.0,0.33,7,7,61,61,1.3352601156069364,173,20,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0
1,1,0,0,8442,0.018134408371177357,427.5186773505062,431.0,327.0,2,213.7593386752531,0.0,0,0,0,0,0.7693538707741548,4999,150,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
0,0,0,0,8443,1.0,4480.0,636.0,336.0,1,4480.0,0.4,0,0,7,7,0.31065759637188206,441,17,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
1,1,1,1,8444,1.0,180075.0,636.0,131.0,1,180075.0,0.35,1,1,5,5,2.4981458590852905,809,100,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
1,0,1,0,8445,1.1311000000000002,237955.16250000003,499.0,96.0,1,237955.16250000003,0.33933,1,1,4,4,2.01307966706302,1682,81,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1
1,1,1,1,8448,1.0,360676.8,478.0,120.0,1,360676.8,0.36,1,1,31,31,2.4981458590852905,809,100,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1
1,1,1,1,8453,1.131103678929766,7666740.350000001,417.3333333333333,41.666666666666664,3,2555580.1166666667,0.3382,3,14,31,31,5.178571428571429,28,19,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,1,1,1,8454,1.1311000000000002,1007810.1000000002,499.0,33.0,1,1007810.1000000002,0.33933,3,3,81,81,2.01307966706302,1682,81,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,0,1,0,8459,1.0,782145.0,636.0,51.0,1,782145.0,0.39,2,2,0,0,3.162627551020408,1568,429,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
1,1,1,1,8461,1.0,44100.0,259.0,42.0,1,44100.0,0.42,0,0,0,0,3.162627551020408,1568,429,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
1,1,1,1,8462,1.0,390733.2,478.0,36.0,1,390733.2,0.26,2,2,21,21,2.4981458590852905,809,100,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1
1,1,1,1,8463,1.0,3456.0,1.0,1.0,1,3456.0,0.24,0,0,15,15,0.1834862385321101,218,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0
1,1,1,0,8464,1.0,364262.33,11.142857142857142,8.714285714285714,7,52037.47571428572,0.24500000000000005,0,1,15,15,0.1834862385321101,218,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0
1,0,1,0,8465,1.0,155926.65,138.0,101.0,2,77963.32500000001,0.3025,0,0,8,8,2.4981458590852905,809,100,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
